,COF_ID,SurfaceArea,henry_coeff_H2S,henry_coeff_H2O,henry_coeff_Kr,henry_coeff_Xe,CH4_1.0,CH4_5.8,CH4_20.0,CH4_35.0,CH4_50.0,CH4_65.0,henry_coeff_CH4,N2_0.001,N2_5.001,N2_10.001,N2_15.001,N2_20.001,N2_25.001,N2_30.0,henry_coeff_N2,CO2_0.001,CO2_30.0,henry_coeff_CO2,cof_x,o2_298K_1bar,o2_298K_5bar,o2_298K_10bar,o2_298K_20bar,o2_298K_30bar,o2_298K_50bar,o2_298K_80bar,o2_298K_100bar,o2_298K_140bar,o2_298K_200bar,henry_coeff_O2,cof_y,h2_77K_1bar,h2_77K_5bar,h2_77K_25bar,h2_77K_50bar,h2_77K_75bar,h2_77K_100bar,h2_198K_1bar,h2_198K_5bar,h2_198K_25bar,h2_198K_50bar,h2_198K_75bar,h2_198K_100bar,h2_298K_1bar,h2_298K_5bar,h2_298K_25bar,h2_298K_50bar,h2_298K_75bar,h2_298K_100bar,henry_coeff_77K_H2,henry_coeff_198K_H2,henry_coeff_298K_H2,Density,PoreAvgVolume
10,19430N2.cif,949.93,4.20139e-05,3.40973e-06,9.278e-06,4.838e-05,0.79748719051598,3.6994971350621,8.7641449455783,11.746119641324,13.784986693625,15.139524687153,8.38418e-06,0.0002546386530225,1.2533889492274,2.2475393213778,3.1410663548337,3.9942126264103,4.73388041439,5.4192115994747,2.69632e-06,0.00151140361794,21.478819667348,1.37171e-05,19430N2.cif,0.29248945667178,1.364304617994,2.5354781388955,4.7066094360663,6.3922680341747,9.0698673980572,11.984789986557,13.519718930376,15.859486729048,18.289150186388,2.94648e-06,19430N2.cif,10.04397524397,18.230451869791,27.796881069542,32.703406490682,35.537452557321,37.584739113472,0.19270396128735,0.93090141639958,4.1008158663757,7.2690957004824,9.8609639797973,12.054330981282,0.072210593507123,0.36548039443816,1.7338263742801,3.3047497238266,4.7851777817489,6.1637503784622,0.000255583,1.93466e-06,7.4429e-07,0.561339,5426.14
11,20410N2.cif,1492.21,0.000148304,8.42696e-06,1.79918e-05,0.000166015,1.3809609346737,4.8027765396198,9.4544792231579,12.226581065011,14.117391792799,15.717298741324,1.59037e-05,0.0003489789988016,1.646270084121,2.9522175592392,4.0071725352031,4.9281791606916,5.7051340683175,6.4027175348421,3.94703e-06,0.00393239740278,22.996660011457,3.62365e-05,20410N2.cif,0.41113129730089,1.8788007435206,3.2716014288245,5.6420539878849,7.513824081512,10.231212827025,13.249983233235,14.924316335184,17.535530350823,20.286370009308,4.31294e-06,20410N2.cif,11.491963267085,19.555562607994,29.385931924891,35.208320096696,38.739873989348,41.516640233298,0.2387810717273,1.1140090304757,4.8527656520412,8.3481165209795,11.400320816787,13.915693285318,0.084606125930088,0.43568466461979,1.9963868026582,3.8694676954366,5.5777624113196,7.1904993028497,0.000596111,2.39659e-06,8.76546e-07,0.501955,8235.71
12,22181N2.cif,409.78,4.12557e-05,7.07379e-06,9.1121e-06,4.31629e-05,0.78346386317536,3.9887068303533,9.4792320235576,12.493931932909,14.296008156797,15.492089972553,8.22583e-06,0.0002880425073575,1.2362196573932,2.3116410546587,3.3089382698267,4.2059555435046,4.9772745940228,5.687458091959,2.70466e-06,0.0013579146775425,21.13688838133,1.30097e-05,22181N2.cif,0.29821217139278,1.3851435121156,2.6653690105308,4.8709046109486,6.6544755733433,9.5108226446706,12.449726225658,13.976375028327,16.081048723821,18.276779122152,2.98806e-06,22181N2.cif,10.574373555508,19.718410317244,30.119507689552,34.481960450366,36.895933014577,38.468096452291,0.19984663489796,0.96392347380261,4.2279741398297,7.4694516787495,10.053192969746,12.311505011614,0.07302955268439,0.36742075204079,1.7101887045992,3.3062577109827,4.7595203368791,6.0572400088024,0.000250072,1.98879e-06,7.40282e-07,0.563201,1796.61
13,20150N2.cif,1060.37,7.5698e-05,3.58334e-06,1.21939e-05,8.67394e-05,0.9872652354647,3.7162606165565,7.246517616673,9.3828870366289,10.978795365721,12.336074626205,1.08796e-05,0.000309701619825,1.2617561634357,2.2013908779848,3.0075521354564,3.7250990243223,4.3460745952729,4.9284724618874,2.8488e-06,0.0018105633159,17.959358701636,1.86881e-05,20150N2.cif,0.31508566336965,1.382063331137,2.5275463889964,4.2986743653053,5.7722187902983,7.9346190284539,10.317892109015,11.689790874168,13.70872779274,15.994103397167,3.16125e-06,20150N2.cif,8.9007292609644,15.728268232417,25.522740780726,30.578659429705,33.512574049248,35.556390331279,0.1860433217759,0.89738823717805,3.8440879748725,6.7471039020372,9.1054102674,11.127960371537,0.0692778700347,0.3429270448852,1.6363680663492,3.0833893269777,4.4578927621641,5.7228888810072,0.000420834,1.88755e-06,6.98339e-07,0.570294,5300.03
14,17180N2.cif,876.988,6.14454e-05,0.0100477,7.97179e-06,3.99545e-05,0.69797918101781,3.4504074978049,8.1850257959288,10.762114607431,12.487850051987,13.560257316088,7.30115e-06,0.000240120617625,0.87483945021375,1.6280978277034,2.3418334949634,2.9925146314667,3.561926373219,4.103638486581,1.89167e-06,0.00139498644525,16.550142055076,1.29501e-05,17180N2.cif,0.260427961287,1.1966582494069,2.2843474756725,4.2019850309711,5.7089820271856,8.2197746795936,10.865823845615,12.171302472067,14.150673894725,16.088447278959,2.56563e-06,17180N2.cif,8.6717731564849,16.563171457161,26.45468874529,30.58469476255,32.966685572232,34.359505214766,0.17061713313769,0.82433979746419,3.6364609563613,6.5089495819609,8.7729725624987,10.69569267087,0.064706789292375,0.323179482693,1.5066596839183,2.9112395195582,4.1953131080957,5.3929604257609,0.000172779,1.70823e-06,6.5493e-07,0.615116,3352.88
15,22040N2.cif,2416.82,3.17491e-05,8.85362e-06,6.46325e-06,2.0309e-05,0.5551435343226,2.9500658423028,8.084290964718,11.295734559654,13.547945308313,15.202557423288,5.48451e-06,0.0002408390025,1.1016072309951,2.0660807339667,3.0051312718344,3.8305250676423,4.6654753550694,5.3968841385417,2.3098e-06,0.0030634721118,25.015600381511,3.15363e-05,22040N2.cif,0.3269437626738,1.5377666645226,2.8579690077468,5.3986278129198,7.3282106338296,10.560539787062,14.05343747388,15.875490496954,18.711379384951,21.865137222008,3.25681e-06,22040N2.cif,14.317975034226,23.587964576052,35.692821848505,42.273249857885,46.031751219027,49.244928854781,0.24600901308058,1.1631239346006,5.146922154627,9.2879721873396,12.585058131565,15.359073874233,0.088853535995422,0.43447356051,2.0660454109194,3.9823852978656,5.8030960449114,7.4222084909184,0.0011795,2.44286e-06,8.79175e-07,0.463885,10955.9
16,19182N2.cif,1176.62,2.92303e-05,9.45107e-05,6.89306e-06,2.62938e-05,0.61602624605549,3.110873140148,8.6238332833711,12.7708598249,15.857548346917,18.526891036791,6.28148e-06,0.00021182262643,1.1044063354884,2.0761748681139,3.0113901831612,3.9161675077584,4.754754866436,5.5546615715915,2.32288e-06,0.0011972583233,19.872692279295,1.11547e-05,19182N2.cif,0.28397125492794,1.3808256533001,2.6074260152004,4.9811840444102,7.0259354863773,10.814152918093,15.221813386924,17.837049210265,22.057071670797,27.289458930794,2.89092e-06,19182N2.cif,7.8463429378995,17.858857731107,33.852009397658,44.35335555459,51.801315390251,57.42329050865,0.24639576293514,1.2039169215134,5.4947341876707,10.184487136831,14.285557378104,17.937729425575,0.11536965396907,0.57936251232428,2.7046986491288,5.3054476467569,7.7640176136535,10.097363569612,0.000185008,2.45206e-06,1.15193e-06,0.360794,9527.21
17,21131N2.cif,602.543,1.96079e-05,3.05413e-06,4.71563e-06,1.99405e-05,0.40710692127725,2.0954569832144,5.5920589296752,7.9346357949288,9.5941203919138,10.865205262978,4.25109e-06,0.000205448149125,0.75357239720444,1.4102417507383,2.0186992719441,2.5695285873203,3.0441480531573,3.5132889016842,1.56336e-06,0.0006391720195,16.355339083115,6.57254e-06,21131N2.cif,0.16798810326787,0.80953419026888,1.5707880654934,2.8696769194059,4.0442696430978,6.0404266875684,8.2485377392196,9.5427925959908,11.573761687952,13.680472664224,1.71044e-06,21131N2.cif,5.5686720820331,12.113413102193,20.626309344986,24.942813004041,27.444676863002,29.255854481338,0.13205750474312,0.64111236313063,2.8393695128298,5.1678199155181,7.1487585785873,8.8502877588008,0.056269965288125,0.27237098138957,1.3526097403286,2.4625243429844,3.5760533112419,4.5397192684988,0.000161412,1.30891e-06,5.46599e-07,0.623197,3213.61
18,14060N2.cif,546.727,4.25073e-05,3.40852e-06,8.67428e-06,4.77015e-05,0.73112539221615,3.3457639991744,8.1156470819203,11.079789062038,13.109309490935,14.475247910428,7.77201e-06,0.00017973805597,0.92069457520872,1.6808231537291,2.4158701035301,3.0763856727452,3.6836878842213,4.2618616374583,1.97287e-06,0.0009041368658202,17.022757076807,8.64763e-06,14060N2.cif,0.2754894203322,1.2612818514486,2.3990564253852,4.3799114139327,5.9532185305453,8.6183744244684,11.490098364171,13.053841237519,15.318399130983,17.704852105976,2.7578e-06,14060N2.cif,9.1013687070923,17.741518669394,27.890673097089,32.904520634428,35.809354502727,37.72847763896,0.18496135283043,0.87324372843264,3.9658657389223,7.044348355632,9.5721135689151,11.742924449628,0.07212397991378,0.35313626051124,1.677070440963,3.2334603938397,4.6827046789491,5.9982292970681,0.000274481,1.85439e-06,7.21557e-07,0.566808,2719.15
19,22180N2.cif,412.647,2.95629e-05,1.2449e-05,6.09392e-06,2.37944e-05,0.53152172996662,2.8479337633134,7.8431194700482,11.158423488756,13.500435274496,15.00159899131,5.46868e-06,0.0002775040909875,0.96634395745836,1.8120270015085,2.6483496191049,3.3740228170372,4.1010141594018,4.745469381166,2.02252e-06,0.0007524630159468,21.143959927102,7.17027e-06,22180N2.cif,0.2264433382458,1.0743891079609,2.056924361805,3.9184751703205,5.5599118685115,8.3180677217734,11.365478896953,13.066120025632,15.545202822469,18.203756053535,2.28019e-06,22180N2.cif,9.6367564889117,18.788716888641,30.162720142002,35.323976037341,38.368142549302,40.431670085347,0.17425833813266,0.84343454939265,3.9049628557362,7.0514856843351,9.7205235892261,11.945056864214,0.070425557478431,0.34168580641871,1.6537109176001,3.2465488223924,4.6855320552859,6.0663817388055,0.000214833,1.7657e-06,7.09271e-07,0.533439,2152.6
20,19311N2.cif,1132.48,6.16984e-05,0.000177484,9.40323e-06,4.93359e-05,0.79096033564416,3.6843639567653,8.6479679042582,11.610602515411,13.596560169988,15.074104947389,8.43314e-06,0.00032940994464,0.97578284386896,1.8459584281051,2.6198521913794,3.3109464121402,3.9739074550099,4.5390337443216,2.14953e-06,0.0010980331488,17.88363452213,1.17625e-05,19311N2.cif,0.30166107835104,1.3916472127891,2.5492094444419,4.6109706017558,6.3795569083402,9.1167025692931,12.027353153944,13.565760340164,16.039017263085,18.546423016933,2.9902e-06,19311N2.cif,10.017819159044,18.38185137721,28.67689253395,33.982667139891,37.012171969806,38.991110055324,0.19296363971376,0.95738294553264,4.1725573378157,7.4271354339528,10.053450334722,12.328873056605,0.0770191822944,0.37919790484416,1.7728529496768,3.4167811214966,4.8860043762485,6.2279499028666,0.000316732,1.97214e-06,7.58717e-07,0.555858,5836.87
21,2245tN2.cif,2650.19,7.17742e-05,2.52401e-05,9.70908e-06,3.99473e-05,0.8190283767913,4.2564758845519,10.526246954793,13.612069498868,15.357119635341,16.486926944843,8.33226e-06,0.00031287022315,1.3508418887309,2.4772405594863,3.5823146545059,4.5697907127558,5.3945742549677,6.1420294515,2.86254e-06,0.005269393232,23.962590422801,5.32909e-05,2245tN2.cif,0.3940188789228,1.8216292403024,3.3936045093849,5.9833301475206,8.032860645107,11.253826658729,14.609936141897,16.080870795756,18.260917576957,20.612516041568,4.08291e-06,2245tN2.cif,14.208452289234,24.273432478446,35.005677030438,39.250255613083,41.570078538709,42.956724856656,0.25364443879734,1.2369626164501,5.1157849303414,8.8984133729703,11.830940485609,14.371803479426,0.0851336344045,0.407719301326,1.9165771196015,3.6860229000532,5.2828686073951,6.8342383533655,0.001782,2.57148e-06,8.31384e-07,0.554708,10040.6
22,19481N2.cif,,8.906e-05,3.8464e-06,1.32257e-05,8.85939e-05,0.98878586585216,3.6420487852302,7.1675921040286,9.2330516065156,10.677571412939,11.680115616936,1.12791e-05,0.0002290120392414,1.1881584546544,2.0825473232018,2.8279902904349,3.4854926379552,4.0227900939631,4.5786991815388,2.75245e-06,0.0023605855356585,16.926948589118,2.29951e-05,19481N2.cif,0.31827387338104,1.4169678975224,2.4616326988091,4.204132389455,5.5817454503717,7.6110562846703,9.7388951409678,10.925001295521,12.699016564799,14.505181599897,3.21584e-06,19481N2.cif,11.022921554824,17.571097773642,25.966370523893,29.774479455644,31.817892146107,33.201274548577,0.1815360748935,0.88047198361221,3.6639018178266,6.3996883415294,8.5023446826342,10.350603890556,0.062106301013709,0.30518495500866,1.4501129848677,2.7278239515766,3.9004888615654,4.9834339045634,0.000835225,1.84246e-06,6.16897e-07,0.63388,5155.93
23,19101N2.cif,405.71,3.4766e-05,2.25939e-06,8.08006e-06,4.18763e-05,0.69938760655173,3.3495558434102,7.1995830122347,9.1713834090956,10.334173895404,11.196555671656,7.33763e-06,0.0001710403441906,0.7695214259824,1.4691856084098,2.0583031411462,2.6265428344226,3.1371382925505,3.5460266115413,1.7022e-06,0.0008843149710281,13.336674323826,8.25007e-06,19101N2.cif,0.24230230206171,1.1183491100685,2.1519131576061,3.8080422230601,5.1917076593746,7.202239596304,9.2214327251308,10.221028888143,11.721940660822,13.210370127532,2.4635e-06,19101N2.cif,8.7946979838439,14.479685995864,20.875736027716,23.953028395582,25.696573633542,26.871959239664,0.1498932071674,0.72445047571004,3.1466292120749,5.5054866295267,7.3519108149396,8.8952988194781,0.05420887163965,0.27012729082089,1.2538603716989,2.417087556758,3.4762494294241,4.4277759774066,0.000200955,1.50742e-06,5.46776e-07,0.784279,2021.8
24,21200N2.cif,1338.28,4.63639e-05,0.000236181,8.24396e-06,4.43887e-05,0.69699282655818,3.2589681695368,7.9258424217502,11.098119407967,13.38757454164,15.024457622775,7.49537e-06,0.000261259265085,1.1617931560109,2.1968554715891,3.1099499041057,3.8884623203259,4.6594183147252,5.3127674461031,2.57205e-06,0.001882406499715,24.188441196541,1.76734e-05,21200N2.cif,0.26553319870357,1.250909361227,2.3106841237,4.3111932091444,6.0417075915123,8.7152875333709,11.83282065512,13.548141806379,16.24152386074,19.230437036601,2.71593e-06,21200N2.cif,7.826747005793,16.175766913405,27.596235594775,33.752464063819,37.610816812081,40.181407011852,0.18332808260277,0.92032483849348,4.0816512654467,7.3772470907365,10.195006419168,12.459766969837,0.07978456018365,0.3914869602966,1.8150819967892,3.5720393895511,5.1286086930165,6.6801761097152,0.000223692,1.90324e-06,7.86413e-07,0.520441,7694.49
25,20631N2.cif,1773.68,6.47907e-05,3.83634e-06,1.11716e-05,7.41642e-05,0.89125065098311,3.7857112505978,9.0030616217162,12.415480292927,14.619991555506,16.448212054627,9.89421e-06,0.0003047946413497,1.3286434108439,2.4312722600787,3.4381644884695,4.3498923635426,5.1086382067313,5.886555011216,3.00438e-06,0.00216466402764,22.405522966159,1.88818e-05,20631N2.cif,0.32851886769524,1.485407384484,2.8315049541379,4.9812402643459,6.8734178770584,9.9151813756219,13.339082718651,15.155248278427,18.041840199889,21.307347850964,3.302e-06,20631N2.cif,9.4901234685393,18.663737393174,29.806656490404,36.074167489276,40.310958230805,43.395687407522,0.21491132803772,1.0341661657741,4.637232852315,8.3808160916846,11.384432570348,14.060840590952,0.08988331954472,0.43002999935237,2.0868688223534,3.9753930461568,5.7461048082322,7.452913365975,0.000408352,2.182e-06,8.81075e-07,0.486739,12317.0
26,22105N2.cif,512.999,0.000106206,4.86499e-06,1.5492e-05,0.000127588,1.1285975100449,4.35654947819,8.470512821871,10.55780897338,11.828969128785,12.524629847957,1.37023e-05,0.00033742637955,1.3694965126561,2.4522930781546,3.3058693429562,4.0317109771882,4.7162928635652,5.2618738274776,3.29263e-06,0.0024978925041687,16.877205193232,2.43987e-05,22105N2.cif,0.35195445978063,1.5478029218608,2.8008920200497,4.7658851684041,6.225151157453,8.446138452426,10.655128365015,11.727656858325,13.334724974571,14.923178402213,3.6163e-06,22105N2.cif,10.723300990982,18.214447805642,26.302276934806,29.498235883235,31.25660223889,32.376857818996,0.19064590444575,0.93043762004247,3.8205101824549,6.5283881215519,8.7081312902366,10.451985187228,0.061424098376411,0.30849519184691,1.4923462715431,2.7901568622457,4.0356507426263,5.0952633039632,0.000585185,1.93685e-06,6.42659e-07,0.650801,1753.67
27,20050N2.cif,1669.78,2.71931e-05,1.82206e-05,6.93192e-06,2.86357e-05,0.61271592523326,3.0765138347904,8.2893155608274,11.91874846302,14.691433185874,16.849478735659,6.34694e-06,0.00028628498106,1.1837443528399,2.2265777698665,3.1604981032159,4.0752813866775,4.9048324928145,5.6843644743193,2.51403e-06,0.0011965244006794,25.649211055162,1.12225e-05,20050N2.cif,0.26427774072842,1.2751720307729,2.3825663813562,4.5276630412288,6.4618190545585,9.6177806419207,13.333700970948,15.48141089886,18.837977510892,22.595754172286,2.6914e-06,20050N2.cif,8.5250602317695,17.728924175554,30.336628456455,38.304534071239,43.587512320824,47.384598112309,0.21067638350534,1.0245919252921,4.6441443253101,8.4989128701734,11.847566271711,14.750774923985,0.091251502560081,0.47059378373098,2.1683664903917,4.2622695231529,6.1673492592891,7.9962845311185,0.000157359,2.10464e-06,9.29662e-07,0.436575,11961.6
